ko	og	count
K03843	516405at2759	3
K12868	1565402at2759	20
K12868	330091at2759	611
K04717	721150at2759	36
K07679		
K14563	1411035at2759	30
K00884	1572762at2759	17
K00884	755639at2759	1
K05439	1190548at2759	15
K05439	1290070at2759	65
K16871	145181at2759	97
K04190	794531at2759	20
K23995		
K17461	1283825at2759	33
K17461	620790at2759	14
K12985		
K12399	1458249at2759	33
K21807		
K19873	1115738at2759	36
K18948		
K05310	848878at2759	38
K22465		
K01177	1131978at2759	1
K01177	456081at2759	4
K01177	533202at2759	35
K25523		
K04849	172471at2759	248
K04849	761764at2759	31
K14194		
K01814	1125051at2759	8
K20397	1274244at2759	28
K20397	1420294at2759	12
K20397	1447031at2759	39
K13605		
K22540	1326407at2759	10
K22540	1566260at2759	16
K02328	736068at2759	23
K25220		
K00138		
K06863		
K14228		
K01398	1075463at2759	248
K01398	1149194at2759	3
K01398	1439735at2759	17
K05399	1242894at2759	57
K16736		
K03903	1395457at2759	1
K03903	363208at2759	10
K14748		
K18139		
K02659		
K03165	1600861at2759	3
K03165	189110at2759	7
K03165	373433at2759	37
K04145	1215361at2759	15
K04145	1245472at2759	71
K04145	384993at2759	22
K04145	550297at2759	55
K04145	874877at2759	1
K04145	947815at2759	10
K20698	1124079at2759	400
K03425		
K01902		
K07046		
K03415		
K13559		
K17848	751525at2759	136
K08692		
K01315	111025at2759	1
K01315	1132954at2759	43
K01315	1153592at2759	49
K01315	1314811at2759	1072
K01315	164039at2759	29
K01315	681837at2759	176
K01315	69455at2759	4
K01315	880871at2759	1
K15839	732310at2759	14
K15839	733786at2759	60
K02225		
K12372		
K05648	131191at2759	165
K25053		
K02219	1377855at2759	42
K02219	860150at2759	1
K09319	1575614at2759	20
K09319	388192at2759	3
K09319	858478at2759	34
K19838	582482at2759	3
K19444		
K02053	1314811at2759	1072
K09838	1519546at2759	17
K09838	521070at2759	29
K14605		
K19264		
K03280		
K05061	144839at2759	64
K08559	454476at2759	30
K04540	1390748at2759	15
K04540	1581168at2759	73
K08387	353508at2759	4
K08387	973156at2759	4
K18097	1016440at2759	178
K18097	575025at2759	1
K18097	625659at2759	48
K13773	1495569at2759	1
K05954	1042804at2759	63
K01325	1076876at2759	90
K01325	1314811at2759	1072
K13767		
K14218		
K16791	608001at2759	51
K08690		
K02216	1257964at2759	14
K02216	698464at2759	20
K02216	720009at2759	1
K01649	882838at2759	4
K01649	928619at2759	15
K05138	1078220at2759	21
K05138	464105at2759	1
K17165		
K18983		
K00672	649708at2759	333
K01114	1574401at2759	2
K01114	430314at2759	15
K01114	480237at2759	5
K01114	910733at2759	119
K05553		
K20481		
K05768	1376537at2759	122
K05768	789864at2759	4
K19846	1333246at2759	1
K19846	864867at2759	2
K08485		
K18226		
K03205		
K13025	726081at2759	66
K00444	695671at2759	18
K00444	745245at2759	61
K20257		
K22946		
K17322		
K13776		
K07973	1334804at2759	30
K07973	1537996at2759	26
K07973	1597898at2759	6
K07973	1606593at2759	3
K00848		
K06825	1132954at2759	43
K06825	1174178at2759	368
K06825	1299582at2759	5
K06825	1335391at2759	3
K18120		
K13065	1130893at2759	263
K13065	643224at2759	2
K03987	1258047at2759	69
K20054	279276at2759	24
K04421	1290401at2759	185
K04421	226722at2759	28
K04421	372687at2759	5
K04421	55144at2759	69
K15519		
K04728	1497203at2759	22
K04728	259657at2759	3
K04728	26975at2759	55
K04728	80538at2759	43
K19835		
K23061		
K02235	330751at2759	49
K08033	1096531at2759	32
K08033	1511100at2759	24
K17626		
K25239		
K07384		
K21693		
K24405		
K21131		
K18897		
K00170		
K24867		
K05247	1435009at2759	7
K05247	1643477at2759	1
K05247	743479at2759	97
K14315	1704294at2759	1
K14315	240631at2759	19
K14315	556184at2759	18
K14315	624222at2759	4
K18369	771875at2759	40
K18369	981397at2759	105
K10197		
K21210		
K04058		
K15918	1588070at2759	8
K22599		
K25280		
K00491		
K06116	747123at2759	32
K15624	1270676at2759	31
K09769		
K17697	102580at2759	63
K07191	326501at2759	188
K07191	749998at2759	64
K02501		
K00033	1616485at2759	16
K00033	847823at2759	26
K17224		
K00719	1037602at2759	221
K14255		
K19073	707551at2759	31
K17705	1068540at2759	13
K17705	469819at2759	99
K17705	839317at2759	11
K16406		
K19177	1448374at2759	19
K06187		
K15054		
K14479		
K01687	1622286at2759	2
K01687	500676at2759	12
K12129	320146at2759	5
K17835		
K02848		
K20502		
K04710	1106226at2759	4
K04710	1253500at2759	1
K04710	1829989at2759	1
K04710	831082at2759	31
K04710	987268at2759	88
K05482	1164635at2759	1
K05482	1190337at2759	5
K05482	1301385at2759	1
K15481		
K15353		
K15038		
K22113		
K00038		
K00197		
K05354	1194344at2759	108
K07785		
K14571	194195at2759	102
K17211		
K20342		
K01950	283044at2759	23
K01950	831082at2759	31
K12744		
K07799		
K11128	1530008at2759	23
K11128	692851at2759	42
K00454	1436590at2759	16
K00454	385042at2759	110
K14257		
K20575		
K10146	1015714at2759	33
K10146	687843at2759	1
K09448	258258at2759	2
K09448	645783at2759	1
K09448	823827at2759	42
K09448	890747at2759	1
K10233		
K12045	1480247at2759	31
K17764	1248004at2759	3
K18933		
K23469		
K11332		
K00462		
K21519		
K15666		
K11086	1488395at2759	1
K11086	1584711at2759	31
K11086	1630470at2759	26
K00224		
K03004	1043346at2759	1
K03004	1196232at2759	18
K03004	1220704at2759	86
K03004	1363588at2759	52
K03004	1545171at2759	1
K03004	1622159at2759	31
K14469		
K07517		
K05719	18592at2759	60
K05719	473040at2759	86
K05719	550620at2759	48
K05719	871292at2759	1
K12879	979205at2759	23
K05297		
K23452		
K01228	278028at2759	20
K01228	337699at2759	19
K01228	85032at2759	2
K02957	1094620at2759	19
K02957	1417658at2759	42
K12603	1225631at2759	1
K12603	1387401at2759	26
K12603	401409at2759	1
K12603	704519at2759	18
K12603	724242at2759	71
K17794		
K18362		
K13063		
K01879		
K08121	826997at2759	952
K22782		
K08358		
K07594	1102286at2759	8
K07594	1427242at2759	1
K21593		
K03553	1158328at2759	13
K10586	1347326at2759	3
K10586	1404665at2759	58
K10586	385948at2759	2
K10586	755321at2759	2
K10586	808738at2759	42
K10586	91748at2759	52
K07955	1123043at2759	40
K07955	1279011at2759	13
K07955	759341at2759	18
K15491		
K04877	695337at2759	71
K25242		
K16618	105635at2759	1
K16618	1559076at2759	1
K16618	931773at2759	8
K04462	1318335at2759	5223
K00317		
K06171	777987at2759	16
K12806	1327703at2759	22
K12806	137566at2759	6
K12806	1534275at2759	1
K13592		
K04222	1254727at2759	12
K04222	715197at2759	38
K00621	1479446at2759	24
K10598	1392223at2759	95
K16206	365003at2759	53
K12782	1220675at2759	80
K15587		
K11688		
K10259	1046098at2759	130
K10259	617388at2759	33
K10259	747023at2759	26
K02302		
K16084	702827at2759	1009
K22359		
K16918		
K06585	189377at2759	29
K06585	73876at2759	33
K06585	743479at2759	97
K12775	1616622at2759	1
K17106	1409658at2759	12
K17106	1438317at2759	1
K03114	695457at2759	5
K14251		
K16224	684563at2759	1307
K24092		
K20627		
K08771	1246320at2759	42
K15923	1451925at2759	24
K15923	614028at2759	7
K25594		
K06251	419397at2759	17
K13491		
K01354	1124637at2759	21
K01354	1230808at2759	20
K01354	225446at2759	21
K20554		
K19605	133009at2759	10
K07770		
K01923	566769at2759	21
K18571		
K06839	1380580at2759	10
K06839	1452780at2759	13
K06839	28488at2759	37
K23003		
K01283	168406at2759	1
K01283	422699at2759	34
K12489	1274375at2759	23
K12489	66348at2759	5
K12489	751525at2759	136
K06771	415025at2759	8
K06771	527310at2759	3
K06771	671629at2759	2
K06771	892577at2759	2
K06771	983076at2759	1
K01851		
K03084	1399831at2759	88
K03084	311217at2759	26
K08059	803513at2759	40
K03241	1388750at2759	23
K03241	702827at2759	1009
K08711	37708at2759	10
K24233		
K01054	1419161at2759	4
K01054	919091at2759	91
K03685	1345671at2759	1
K03685	212036at2759	1
K03685	935825at2759	25
K15167	739187at2759	12
K05664	186078at2759	160
K04554	1230974at2759	47
K04554	1282808at2759	31
K14537	1210675at2759	53
K03532	824246at2759	104
K04560	1033833at2759	103
K04560	1204812at2759	53
K04560	1394271at2759	97
K15851		
K20911	1513184at2759	1
K04550	1174178at2759	368
K04550	1201198at2759	2
K04550	1452780at2759	13
K04550	1606at2759	41
K04550	314267at2759	12
K04550	340714at2759	3
K04550	910923at2759	1
K09840	524712at2759	60
K09840	895046at2759	35
K05645	131191at2759	165
K05645	1735398at2759	1
K03092		
K02055	1358010at2759	117
K06271	842883at2759	1
K06271	9839at2759	26
K13355	1417901at2759	18
K21669		
K19650		
K01860		
K19974		
K11643	47497at2759	1
K11643	54215at2759	47
K11643	90545at2759	5
K23993		
K12627	1545004at2759	20
K19630		
K01117	1142100at2759	31
K01117	589366at2759	20
K05536	758358at2759	8
K00105		
K15653		
K12578	771402at2759	1
K01165		
K04800		
K05398	282372at2759	115
K16127		
K00498	467733at2759	159
K00498	561463at2759	12
K24821		
K10728	157361at2759	5
K10728	557169at2759	38
K10728	840249at2759	16
K06009	753343at2759	360
K22225		
K15093		
K03351	1323167at2759	1
K03351	351579at2759	24
K03351	881974at2759	63
K16363		
K10553		
K14368		
K01109	129165at2759	26
K01109	159057at2759	1
K18947		
K20787		
K23381		
K08764	1490913at2759	17
K08764	661265at2759	22
K05858	1579048at2759	1
K05858	368239at2759	200
K20678		
K19392		
K00228	1080991at2759	22
K03907	1174178at2759	368
K13387		
K14225		
K13583		
K22398	1583183at2759	6
K22398	804299at2759	20
K07994	1075463at2759	248
K07994	1238885at2759	3
K07994	881347at2759	50
K21225		
K21112	691538at2759	9
K17819	646662at2759	65
K08756	1417203at2759	81
K08756	1440574at2759	26
K02987	1065966at2759	48
K02987	1509113at2759	13
K13446		
K15554		
K02394		
K19720	1029126at2759	9
K19720	1044274at2759	8
K19720	1122295at2759	2
K19720	1250268at2759	2
K19720	1258047at2759	69
K19720	126119at2759	5
K19720	1295141at2759	58
K19720	1303650at2759	25
K19720	1406711at2759	30
K19720	1438683at2759	101
K19720	1490155at2759	8
K19720	1506629at2759	1
K19720	1509611at2759	268
K19720	1522484at2759	2
K19720	1528950at2759	1
K19720	1565997at2759	1
K19720	1574788at2759	1
K19720	1589194at2759	1
K19720	1645611at2759	1
K19720	1646994at2759	1
K19720	1649655at2759	1
K19720	1820051at2759	1
K19720	1830845at2759	1
K19720	1874203at2759	1
K19720	200318at2759	23
K19720	46953at2759	5
K19720	520404at2759	1
K19720	583605at2759	1038
K19720	629980at2759	3
K19720	63831at2759	58
K19720	683607at2759	16
K19720	75793at2759	24
K15873		
K20183	1443890at2759	1
K20183	291710at2759	20
K20183	389981at2759	70
K20183	682722at2759	20
K07381		
K06170	1457892at2759	2
K06170	1517974at2759	12
K13034	1016546at2759	79
K16823	1041229at2759	29
K19476	1302348at2759	57
K19476	138168at2759	111
K19476	249631at2759	20
K19476	29961at2759	30
K19476	416703at2759	20
K19476	970697at2759	1
K00399		
K16150		
K01728	1267775at2759	5
K01728	582220at2759	10
K01728	620007at2759	1
K01728	674407at2759	168
K01728	924221at2759	45
K17877	528118at2759	2
K19729	754573at2759	211
K15941		
K25320		
K14298	1048963at2759	55
K14298	750776at2759	28
K13493	508327at2759	727
K13687		
K15844		
K23810		
K19667		
K01706	857954at2759	1
K05813		
K05457	583156at2759	12
K04834	172471at2759	248
K04834	56920at2759	61
K04834	920162at2759	4
K09459	629365at2759	5
K13394		
K00575		
K05588		
K13333	302848at2759	75
K13333	564952at2759	8
K15821	365003at2759	53
K10456	1562595at2759	45
K10456	731760at2759	41
K10456	743142at2759	32
K10456	746011at2759	16
K03150		
K05495	1106226at2759	4
K05495	919690at2759	10
K25025		
K12351	1056082at2759	2
K12351	589366at2759	20
K02942	1616125at2759	7
K02942	1633925at2759	36
K12852	140796at2759	89
K21090		
K16448		
K20994	7525at2759	56
K13081	1054772at2759	7
K13081	1427286at2759	10
K13081	936727at2759	18
K00713		
K04135	1095345at2759	37
K04135	1245472at2759	71
K04135	737211at2759	37
K04646	1610739at2759	3
K04646	17940at2759	42
K04646	506649at2759	35
K04646	978451at2759	1
K24276		
K19450		
K14515	1027299at2759	68
K14515	1046098at2759	130
K14515	1282076at2759	125
K03223		
K14649	1290064at2759	27
K14649	776692at2759	1
K12633		
K11196		
K11351	1609364at2759	11
K11351	651220at2759	9
K01520	1240321at2759	1
K01520	1259506at2759	140
K01520	1336556at2759	1
K01520	1458059at2759	1
K01520	1495752at2759	31
K00035		
K25578		
K22373		
K08525	622732at2759	47
K08525	912470at2759	32
K16507	1148943at2759	3
K16507	278624at2759	15
K16507	300321at2759	173
K16507	34489at2759	40
K02620	807716at2759	39
K04580	466847at2759	1
K04580	651627at2759	117
K01077	416703at2759	20
K01077	454880at2759	33
K21158		
K18387	1094347at2759	4
K23650		
K02294		
K03475	1172460at2759	15
K10208		
K03760		
K17547	1450431at2759	26
K17547	633153at2759	16
K17547	805598at2759	10
K01068	1260385at2759	66
K01068	1586542at2759	21
K01068	826588at2759	24
K01068	991383at2759	10
K22436		
K25041		
K10241		
K21320		
K04864	926074at2759	43
K19477	1018050at2759	3
K19477	1344250at2759	111
K19477	253518at2759	36
K19477	401933at2759	135
K01991		
K22502		
K05546	100626at2759	33
K05546	238940at2759	30
K07410	1247045at2759	377
K07410	702827at2759	1009
K05338		
K21479		
K04400	824788at2759	10
K04400	939331at2759	31
K09105	1211990at2759	39
K09105	1345445at2759	22
K12581	1210675at2759	53
K12581	1373738at2759	4
K12581	1402758at2759	48
K12581	1430069at2759	1
K12581	1746341at2759	1
K12581	882934at2759	13
K12581	931256at2759	68
K10754	1174497at2759	22
K10754	307415at2759	44
K10754	555101at2759	1
K13942		
K06364		
K01953	1142572at2759	2
K01953	1339787at2759	1
K01953	782607at2759	33
K01953	83779at2759	18
K01953	915068at2759	2
K00659	1260385at2759	66
K22214		
K03949	1372253at2759	19
K03949	1533286at2759	1
K01435	1276751at2759	29
K04138	1318335at2759	5223
K04138	737211at2759	37
K18462	131637at2759	12
K18462	795671at2759	1
K02769		
K07774		
K13806	191418at2759	61
K02419		
K16617	1295141at2759	58
K16617	669310at2759	28
K18315		
K24281		
K23358		
K23427		
K01209	1178802at2759	40
K01209	321051at2759	2
K01209	366915at2759	19
K04195	1042780at2759	26
K12615	870769at2759	15
K13973	865505at2759	58
K10523	1023242at2759	4
K10523	1117107at2759	8
K10523	1164872at2759	16
K10523	1174057at2759	25
K10523	1189885at2759	24
K10523	1229475at2759	31
K10523	1263405at2759	62
K10523	1267636at2759	1
K10523	1318335at2759	5223
K10523	1332420at2759	3
K10523	1379295at2759	1
K10523	1393322at2759	1
K10523	1416556at2759	1
K10523	1462807at2759	6
K10523	1481665at2759	1
K10523	1548094at2759	341
K10523	213120at2759	11
K10523	251780at2759	20
K10523	254234at2759	8
K10523	338031at2759	9
K10523	439290at2759	18
K10523	442571at2759	5
K10523	456225at2759	3
K10523	492111at2759	1
K10523	559266at2759	1
K10523	560827at2759	2
K10523	567120at2759	39
K10523	590115at2759	19
K10523	594033at2759	4
K10523	607923at2759	30
K10523	651575at2759	10
K10523	660286at2759	22
K10523	731760at2759	41
K10523	741574at2759	2
K10523	743142at2759	32
K10523	837406at2759	19
K10523	864323at2759	169
K10523	871743at2759	19
K10523	877344at2759	4
K10523	918518at2759	154
K10523	921299at2759	2
K10523	933572at2759	1
K10523	940487at2759	9
K10523	946131at2759	33
K10523	94875at2759	22
K13158	1202220at2759	138
K21357	1084750at2759	53
K21357	813266at2759	21
K21357	852557at2759	2
K11146	1373099at2759	94
K17318		
K04709	831082at2759	31
K04709	987268at2759	88
K15787	508327at2759	727
K01873	1174178at2759	368
K01873	1648551at2759	1
K01873	229591at2759	44
K01873	330169at2759	17
K13016		
K18111		
K05033	138195at2759	268
K15933		
K05130	892736at2759	10
K05130	941128at2759	10
K06053	444988at2759	26
K07439	572303at2759	59
K18183	1595090at2759	18
K18183	685597at2759	49
K10719	898504at2759	23
K01382	1619495at2759	141
K01382	753343at2759	360
K16201		
K23053		
K02973	1111170at2759	27
K02973	1402984at2759	34
K05189	480926at2759	81
K05189	640805at2759	19
K20583		
K00647		
K13593		
K16189	1384644at2759	1
K16189	905969at2759	13
K14206	365203at2759	264
K06576	1580943at2759	1
K06576	1623675at2759	7
K25319		
K25243		
K13319		
K18112	1143139at2759	5
K06546	1361987at2759	21
K06546	1602733at2759	1
K06546	1643926at2759	18
K15742	928619at2759	15
K00795		
K20427		
K09289	1397106at2759	10
K05631	177462at2759	1
K05631	284488at2759	59
K12483	377342at2759	60
K12483	597979at2759	41
K12483	863978at2759	47
K06985		
K09593	1153633at2759	29
K09593	497681at2759	27
K05445	1406348at2759	11
K05445	1444683at2759	1
K20334		
K07656		
K21810		
K02257	1260807at2759	22
K02257	1432382at2759	57
K02257	868657at2759	44
K14674	425613at2759	16
K10911		
K16682	1040359at2759	4
K16682	1158670at2759	20
K16682	1168055at2759	9
K16682	326249at2759	22
K16682	631724at2759	3
K05704	127698at2759	1
K05704	206803at2759	3
K05704	334841at2759	3
K05704	539311at2759	129
K19733		
K05468	1124938at2759	17
K02137	1178688at2759	21
K02137	1535327at2759	1
K02137	409116at2759	14
K21170		
K18968		
K12134	1210726at2759	6
K18564		
K13541		
K05174	985064at2759	47
K10410	1375694at2759	19
K20236	1127941at2759	88
K00364	618077at2759	52
K14250		
K17217		
K18227		
K21061		
K12255		
K00264	126283at2759	21
K16017		
K22215		
K00392		
K16202		
K00717	1256658at2759	2
K00717	1290594at2759	23
K00717	1474412at2759	2
K00717	1506125at2759	1
K00717	1587138at2759	8
K00717	543979at2759	9
K04414	996262at2759	39
K03531	1148979at2759	12
K03531	1255575at2759	1
K19029	392001at2759	57
K12090		
K12195	1287094at2759	24
K12195	815698at2759	87
K23198		
K22672		
K20336		
K22404	408001at2759	170
K06128	1373549at2759	73
K01922	1132781at2759	35
K01922	1292767at2759	19
K01922	185685at2759	13
K01922	541449at2759	3
K01922	658185at2759	1
K11227	688282at2759	158
K23609		
K08269	1084750at2759	53
K08269	312774at2759	11
K08269	448107at2759	19
K08269	507604at2759	95
K08269	636211at2759	1
K08269	852557at2759	2
K00386		
K17291	335949at2759	43
K15982		
K03392	941496at2759	19
K09475		
K08904		
K00111	669193at2759	23
K06279	1110016at2759	20
K06279	1351843at2759	35
K19973		
K05440	1358010at2759	117
K23920		
K21003		
K04944	43539at2759	1
K04944	598755at2759	1
K04944	907751at2759	55
K20460		
K00733	1201618at2759	93
K01742	649708at2759	333
K06505	1190626at2759	10
K08557	615449at2759	16
K03890		
K14308	1506658at2759	20
K14308	559281at2759	1
K21568	1012752at2759	16
K21568	1054772at2759	7
K21568	1427286at2759	10
K21568	930591at2759	112
K21568	936727at2759	18
K05007	956263at2759	156
K21857		
K09541	1187096at2759	203
K09541	1362331at2759	9
K15626	1609352at2759	12
K20782	1255303at2759	2
K20782	897130at2759	11
K19821	1124079at2759	400
K15497		
K16116		
K02215	1318335at2759	5223
K02215	450590at2759	8
K01971		
K03661	1259665at2759	76
K03661	1408246at2759	23
K11248	803053at2759	26
K01110		
K05404		
K21157	396901at2759	1
K21157	824321at2759	1
K21157	856506at2759	25
K01775		
K05730	710582at2759	30
K05730	788657at2759	56
K07151	187775at2759	40
K07536		
K06573	265068at2759	138
K10817		
K10939		
K17363		
K05198	188544at2759	473
K00966	369837at2759	24
K00966	806744at2759	71
K16985		
K15464	1250566at2759	22
K16986		
K18304		
K23600		
K17603	198211at2759	14
K00274	1034142at2759	59
K00274	1151887at2759	30
K00274	1578484at2759	25
K00274	508351at2759	46
K06589	473040at2759	86
K15593	1114458at2759	1
K15593	526256at2759	39
K15593	536648at2759	27
K25236		
K15988		
K15895		
K19644		
K01052	1379715at2759	5
K01052	651396at2759	119
K20971		
K20409	590848at2759	35
K05420	1188738at2759	1
K05420	1466128at2759	7
K13889		
K04519	1243742at2759	7
K07881	1146851at2759	38
K07881	1370999at2759	1
K12314	177884at2759	22
K12314	649708at2759	333
K12345	1574389at2759	63
K00432	1135904at2759	107
K00432	1220675at2759	80
K00432	1483113at2759	115
K00432	525905at2759	27
K00432	93330at2759	6
K08057	822188at2759	41
K05874		
K17728	1247045at2759	377
K19765	1344243at2759	1425
K19765	1576489at2759	30
K19765	1640460at2759	1
K06699	83617at2759	31
K08341	1176152at2759	144
K08341	1508198at2759	92
K08341	640360at2759	67
K08341	962965at2759	1
K08891	173077at2759	59
